Year AD,Year BS,Country,Month,No of Visitors
2013,2070,Czech Republic,April,4
2013,2070,Czech Republic,May,0
2013,2070,Czech Republic,June,1
2013,2070,Czech Republic,July,0
2013,2070,Czech Republic,Aug.,1
2013,2070,Czech Republic,Sept.,0
2013,2070,Czech Republic,Oct.,2
2013,2070,Czech Republic,Nov.,0
2013,2070,Czech Republic,Dec.,2
2013,2070,China,Jan.,689
2013,2070,China,Feb.,1291
2013,2070,China,Mar.,878
2013,2070,China,April,907
2013,2070,China,May,823
2013,2070,China,June,587
2013,2070,China,July,893
2013,2070,China,Aug.,1402
2013,2070,China,Sept.,1086
2013,2070,China,Oct.,1981
2013,2070,China,Nov.,1557
2013,2070,China,Dec.,1467
2013,2070,Denmark,Jan.,7
2013,2070,Denmark,Feb.,26
2013,2070,Denmark,Mar.,57
2013,2070,Denmark,April,18
2013,2070,Denmark,May,21
2013,2070,Denmark,June,4
2013,2070,Denmark,July,6
2013,2070,Denmark,Aug.,2
2013,2070,Denmark,Sept.,0
2013,2070,Denmark,Oct.,9
2013,2070,Denmark,Nov.,7
2013,2070,Denmark,Dec.,5
2013,2070,Finland,Jan.,15
2013,2070,Finland,Feb.,7
2013,2070,Finland,Mar.,15
2013,2070,Finland,April,5
2013,2070,Finland,May,6
2013,2070,Finland,June,0
2013,2070,Finland,July,6
2013,2070,Finland,Aug.,0
2013,2070,Finland,Sept.,2
2013,2070,Finland,Oct.,0
2013,2070,Finland,Nov.,0
2013,2070,Finland,Dec.,6
2013,2070,France,Jan.,52
2013,2070,France,Feb.,74
2013,2070,France,Mar.,123
2013,2070,France,April,119
2013,2070,France,May,87
2013,2070,France,June,41
2013,2070,France,July,48
2013,2070,France,Aug.,82
2013,2070,France,Sept.,35
2013,2070,France,Oct.,95
2013,2070,France,Nov.,148
2013,2070,France,Dec.,39
2013,2070,Germany,Jan.,55
2013,2070,Germany,Feb.,84
2013,2070,Germany,Mar.,262
2013,2070,Germany,April,75
2013,2070,Germany,May,81
2013,2070,Germany,June,39
2013,2070,Germany,July,42
2013,2070,Germany,Aug.,19
2013,2070,Germany,Sept.,55
2013,2070,Germany,Oct.,207
2013,2070,Germany,Nov.,140
2013,2070,Germany,Dec.,61
2013,2070,Greece,Jan.,4
2013,2070,Greece,Feb.,0
2013,2070,Greece,Mar.,2
2013,2070,Greece,April,0
2013,2070,Greece,May,1
2013,2070,Greece,June,0
2013,2070,Greece,July,0
2013,2070,Greece,Aug.,0
2013,2070,Greece,Sept.,0
2013,2070,Greece,Oct.,0
2013,2070,Greece,Nov.,0
2013,2070,Greece,Dec.,0
2013,2070,Hongkong,Jan.,15
2013,2070,Hongkong,Feb.,9
2013,2070,Hongkong,Mar.,7
2013,2070,Hongkong,April,32
2013,2070,Hongkong,May,3
2013,2070,Hongkong,June,1
2013,2070,Hongkong,July,2
2013,2070,Hongkong,Aug.,2
2013,2070,Hongkong,Sept.,6
2013,2070,Hongkong,Oct.,0
2013,2070,Hongkong,Nov.,18
2013,2070,Hongkong,Dec.,3
2013,2070,Indonesia,Jan.,0
2013,2070,Indonesia,Feb.,26
2013,2070,Indonesia,Mar.,5
2013,2070,Indonesia,April,11
2013,2070,Indonesia,May,31
2013,2070,Indonesia,June,0
2013,2070,Indonesia,July,25
2013,2070,Indonesia,Aug.,117
2013,2070,Indonesia,Sept.,70
2013,2070,Indonesia,Oct.,51
2013,2070,Indonesia,Nov.,99
2013,2070,Indonesia,Dec.,48
2013,2070,Irland,Jan.,3
2013,2070,Irland,Feb.,8
2013,2070,Irland,Mar.,2
2013,2070,Irland,April,10
2013,2070,Irland,May,5
2013,2070,Irland,June,8
2013,2070,Irland,July,1
2013,2070,Irland,Aug.,4
2013,2070,Irland,Sept.,6
2013,2070,Irland,Oct.,1
2013,2070,Irland,Nov.,1
2013,2070,Irland,Dec.,9
2013,2070,Israel,Jan.,0
2013,2070,Israel,Feb.,0
2013,2070,Israel,Mar.,13
2013,2070,Israel,April,10
2013,2070,Israel,May,9
2013,2070,Israel,June,16
2013,2070,Israel,July,2
2013,2070,Israel,Aug.,0
2013,2070,Israel,Sept.,2
2013,2070,Israel,Oct.,5
2013,2070,Israel,Nov.,3
2013,2070,Israel,Dec.,2
2013,2070,Italy,Jan.,22
2013,2070,Italy,Feb.,46
2013,2070,Italy,Mar.,37
2013,2070,Italy,April,49
2013,2070,Italy,May,16
2013,2070,Italy,June,22
2013,2070,Italy,July,10
2013,2070,Italy,Aug.,66
2013,2070,Italy,Sept.,8
2013,2070,Italy,Oct.,13
2013,2070,Italy,Nov.,28
2013,2070,Italy,Dec.,36
2013,2070,Japan,Jan.,136
2013,2070,Japan,Feb.,505
2013,2070,Japan,Mar.,399
2013,2070,Japan,April,53
2013,2070,Japan,May,82
2013,2070,Japan,June,29
2013,2070,Japan,July,58
2013,2070,Japan,Aug.,95
2013,2070,Japan,Sept.,157
2013,2070,Japan,Oct.,200
2013,2070,Japan,Nov.,321
2013,2070,Japan,Dec.,221
2013,2070,Malaysia,Jan.,71
2013,2070,Malaysia,Feb.,81
2013,2070,Malaysia,Mar.,143
2013,2070,Malaysia,April,36
2013,2070,Malaysia,May,80
2013,2070,Malaysia,June,100
2013,2070,Malaysia,July,18
2013,2070,Malaysia,Aug.,37
2013,2070,Malaysia,Sept.,86
2013,2070,Malaysia,Oct.,140
2013,2070,Malaysia,Nov.,257
2013,2070,Malaysia,Dec.,428
2013,2070,Mexico,Jan.,40
2013,2070,Mexico,Feb.,0
2013,2070,Mexico,Mar.,6
2013,2070,Mexico,April,4
2013,2070,Mexico,May,7
2013,2070,Mexico,June,10
2013,2070,Mexico,July,0
2013,2070,Mexico,Aug.,0
2013,2070,Mexico,Sept.,0
2013,2070,Mexico,Oct.,0
2013,2070,Mexico,Nov.,0
2013,2070,Mexico,Dec.,4
2013,2070,Myanmar,Jan.,1882
2013,2070,Myanmar,Feb.,2973
2013,2070,Myanmar,Mar.,3632
2013,2070,Myanmar,April,1987
2013,2070,Myanmar,May,159
2013,2070,Myanmar,June,175
2013,2070,Myanmar,July,126
2013,2070,Myanmar,Aug.,99
2013,2070,Myanmar,Sept.,141
2013,2070,Myanmar,Oct.,1419
2013,2070,Myanmar,Nov.,2298
2013,2070,Myanmar,Dec.,1906
2013,2070,Netherlands,Jan.,139
2013,2070,Netherlands,Feb.,229
2013,2070,Netherlands,Mar.,383
2013,2070,Netherlands,April,120
2013,2070,Netherlands,May,71
2013,2070,Netherlands,June,23
2013,2070,Netherlands,July,120
2013,2070,Netherlands,Aug.,90
2013,2070,Netherlands,Sept.,141
2013,2070,Netherlands,Oct.,151
2013,2070,Netherlands,Nov.,187
2013,2070,Netherlands,Dec.,95
2013,2070,New Zealand,Jan.,19
2013,2070,New Zealand,Feb.,0
2013,2070,New Zealand,Mar.,28
2013,2070,New Zealand,April,7
2013,2070,New Zealand,May,20
2013,2070,New Zealand,June,40
2013,2070,New Zealand,July,31
2013,2070,New Zealand,Aug.,0
2013,2070,New Zealand,Sept.,0
2013,2070,New Zealand,Oct.,20
2013,2070,New Zealand,Nov.,2
2013,2070,New Zealand,Dec.,4
2013,2070,Norway,Jan.,21
2013,2070,Norway,Feb.,21
2013,2070,Norway,Mar.,30
2013,2070,Norway,April,0
2013,2070,Norway,May,3
2013,2070,Norway,June,0
2013,2070,Norway,July,0
2013,2070,Norway,Aug.,3
2013,2070,Norway,Sept.,0
2013,2070,Norway,Oct.,0
2013,2070,Norway,Nov.,19
2013,2070,Norway,Dec.,0
2013,2070,Pakistan,Jan.,0
2013,2070,Pakistan,Feb.,2
2013,2070,Pakistan,Mar.,2
2013,2070,Pakistan,April,3
2013,2070,Pakistan,May,0
2013,2070,Pakistan,June,4
2013,2070,Pakistan,July,1
2013,2070,Pakistan,Aug.,4
2013,2070,Pakistan,Sept.,0
2013,2070,Pakistan,Oct.,0
2013,2070,Pakistan,Nov.,1
2013,2070,Pakistan,Dec.,5
2013,2070,Philipines,Jan.,1
2013,2070,Philipines,Feb.,0
2013,2070,Philipines,Mar.,0
2013,2070,Philipines,April,1
2013,2070,Philipines,May,7
2013,2070,Philipines,June,1
2013,2070,Philipines,July,0
2013,2070,Philipines,Aug.,0
2013,2070,Philipines,Sept.,0
2013,2070,Philipines,Oct.,5
2013,2070,Philipines,Nov.,3
2013,2070,Philipines,Dec.,10
2013,2070,Poland,Jan.,28
2013,2070,Poland,Feb.,34
2013,2070,Poland,Mar.,36
2013,2070,Poland,April,55
2013,2070,Poland,May,4
2013,2070,Poland,June,4
2013,2070,Poland,July,15
2013,2070,Poland,Aug.,43
2013,2070,Poland,Sept.,1
2013,2070,Poland,Oct.,0
2013,2070,Poland,Nov.,86
2013,2070,Poland,Dec.,0
2013,2070,Portugal,Jan.,1
2013,2070,Portugal,Feb.,0
2013,2070,Portugal,Mar.,1
2013,2070,Portugal,April,8
2013,2070,Portugal,May,9
2013,2070,Portugal,June,4
2013,2070,Portugal,July,0
2013,2070,Portugal,Aug.,0
2013,2070,Portugal,Sept.,0
2013,2070,Portugal,Oct.,0
2013,2070,Portugal,Nov.,1
2013,2070,Portugal,Dec.,2
2013,2070,Republic of Korea,Jan.,1738
2013,2070,Republic of Korea,Feb.,400
2013,2070,Republic of Korea,Mar.,480
2013,2070,Republic of Korea,April,188
2013,2070,Republic of Korea,May,177
2013,2070,Republic of Korea,June,174
2013,2070,Republic of Korea,July,189
2013,2070,Republic of Korea,Aug.,102
2013,2070,Republic of Korea,Sept.,153
2013,2070,Republic of Korea,Oct.,240
2013,2070,Republic of Korea,Nov.,842
2013,2070,Republic of Korea,Dec.,745
2013,2070,Romania,Jan.,0
2013,2070,Romania,Feb.,0
2013,2070,Romania,Mar.,2
2013,2070,Romania,April,1
2013,2070,Romania,May,3
2013,2070,Romania,June,2
2013,2070,Romania,July,0
2013,2070,Romania,Aug.,28
2013,2070,Romania,Sept.,2
2013,2070,Romania,Oct.,1
2013,2070,Romania,Nov.,4
2013,2070,Romania,Dec.,2
2013,2070,Russian Federation,Jan.,38
2013,2070,Russian Federation,Feb.,22
2013,2070,Russian Federation,Mar.,76
2013,2070,Russian Federation,April,31
2013,2070,Russian Federation,May,8
2013,2070,Russian Federation,June,13
2013,2070,Russian Federation,July,13
2013,2070,Russian Federation,Aug.,4
2013,2070,Russian Federation,Sept.,35
2013,2070,Russian Federation,Oct.,81
2013,2070,Russian Federation,Nov.,105
2013,2070,Russian Federation,Dec.,23
2013,2070,Saudi Arab,Jan.,0
2013,2070,Saudi Arab,Feb.,0
2013,2070,Saudi Arab,Mar.,0
2013,2070,Saudi Arab,April,0
2013,2070,Saudi Arab,May,0
2013,2070,Saudi Arab,June,0
2013,2070,Saudi Arab,July,0
2013,2070,Saudi Arab,Aug.,0
2013,2070,Saudi Arab,Sept.,0
2013,2070,Saudi Arab,Oct.,0
2013,2070,Saudi Arab,Nov.,2
2013,2070,Saudi Arab,Dec.,0
2013,2070,Singapore,Jan.,53
2013,2070,Singapore,Feb.,32
2013,2070,Singapore,Mar.,43
2013,2070,Singapore,April,79
2013,2070,Singapore,May,39
2013,2070,Singapore,June,0
2013,2070,Singapore,July,8
2013,2070,Singapore,Aug.,3
2013,2070,Singapore,Sept.,46
2013,2070,Singapore,Oct.,21
2013,2070,Singapore,Nov.,108
2013,2070,Singapore,Dec.,126
2013,2070,Slovakia,Jan.,5
2013,2070,Slovakia,Feb.,0
2013,2070,Slovakia,Mar.,7
2013,2070,Slovakia,April,5
2013,2070,Slovakia,May,0
2013,2070,Slovakia,June,0
2013,2070,Slovakia,July,2
2013,2070,Slovakia,Aug.,0
2013,2070,Slovakia,Sept.,0
2013,2070,Slovakia,Oct.,1
2013,2070,Slovakia,Nov.,0
2013,2070,Slovakia,Dec.,3
2013,2070,South Africa,Jan.,0
2013,2070,South Africa,Feb.,0
2013,2070,South Africa,Mar.,0
2013,2070,South Africa,April,1
2013,2070,South Africa,May,1
2013,2070,South Africa,June,0
2013,2070,South Africa,July,4
2013,2070,South Africa,Aug.,0
2013,2070,South Africa,Sept.,0
2013,2070,South Africa,Oct.,0
2013,2070,South Africa,Nov.,0
2013,2070,South Africa,Dec.,4
2013,2070,Spain,Jan.,27
2013,2070,Spain,Feb.,17
2013,2070,Spain,Mar.,37
2013,2070,Spain,April,14
2013,2070,Spain,May,19
2013,2070,Spain,June,9
2013,2070,Spain,July,54
2013,2070,Spain,Aug.,91
2013,2070,Spain,Sept.,29
2013,2070,Spain,Oct.,89
2013,2070,Spain,Nov.,31
2013,2070,Spain,Dec.,107
2013,2070,Srilanka,Jan.,1080
2013,2070,Srilanka,Feb.,5387
2013,2070,Srilanka,Mar.,8705
2013,2070,Srilanka,April,836
2013,2070,Srilanka,May,547
2013,2070,Srilanka,June,905
2013,2070,Srilanka,July,953
2013,2070,Srilanka,Aug.,6810
2013,2070,Srilanka,Sept.,3236
2013,2070,Srilanka,Oct.,3421
2013,2070,Srilanka,Nov.,2774
2013,2070,Srilanka,Dec.,770
2013,2070,Sweden,Jan.,4
2013,2070,Sweden,Feb.,5
2013,2070,Sweden,Mar.,39
2013,2070,Sweden,April,48
2013,2070,Sweden,May,5
2013,2070,Sweden,June,0
2013,2070,Sweden,July,0
2013,2070,Sweden,Aug.,0
2013,2070,Sweden,Sept.,0
2013,2070,Sweden,Oct.,3
2013,2070,Sweden,Nov.,0
2013,2070,Sweden,Dec.,6
2013,2070,Switzerland,Jan.,9
2013,2070,Switzerland,Feb.,27
2013,2070,Switzerland,Mar.,52
2013,2070,Switzerland,April,62
2013,2070,Switzerland,May,38
2013,2070,Switzerland,June,20
2013,2070,Switzerland,July,15
2013,2070,Switzerland,Aug.,0
2013,2070,Switzerland,Sept.,8
2013,2070,Switzerland,Oct.,4
2013,2070,Switzerland,Nov.,37
2013,2070,Switzerland,Dec.,9
2013,2070,Taiwan,Jan.,164
2013,2070,Taiwan,Feb.,189
2013,2070,Taiwan,Mar.,186
2013,2070,Taiwan,April,85
2013,2070,Taiwan,May,3
2013,2070,Taiwan,June,0
2013,2070,Taiwan,July,30
2013,2070,Taiwan,Aug.,28
2013,2070,Taiwan,Sept.,32
2013,2070,Taiwan,Oct.,113
2013,2070,Taiwan,Nov.,241
2013,2070,Taiwan,Dec.,262
2013,2070,Thailand,Jan.,2430
2013,2070,Thailand,Feb.,5074
2013,2070,Thailand,Mar.,5145
2013,2070,Thailand,April,1332
2013,2070,Thailand,May,769
2013,2070,Thailand,June,860
2013,2070,Thailand,July,266
2013,2070,Thailand,Aug.,165
2013,2070,Thailand,Sept.,1230
2013,2070,Thailand,Oct.,4370
2013,2070,Thailand,Nov.,5606
2013,2070,Thailand,Dec.,3448
2013,2070,Turkey,Jan.,2
2013,2070,Turkey,Feb.,8
2013,2070,Turkey,Mar.,1
2013,2070,Turkey,April,2
2013,2070,Turkey,May,4
2013,2070,Turkey,June,0
2013,2070,Turkey,July,0
2013,2070,Turkey,Aug.,2
2013,2070,Turkey,Sept.,0
2013,2070,Turkey,Oct.,1
2013,2070,Turkey,Nov.,0
2013,2070,Turkey,Dec.,4
2013,2070,U.K.,Jan.,73
2013,2070,U.K.,Feb.,106
2013,2070,U.K.,Mar.,178
2013,2070,U.K.,April,266
2013,2070,U.K.,May,99
2013,2070,U.K.,June,43
2013,2070,U.K.,July,52
2013,2070,U.K.,Aug.,104
2013,2070,U.K.,Sept.,47
2013,2070,U.K.,Oct.,230
2013,2070,U.K.,Nov.,121
2013,2070,U.K.,Dec.,131
2013,2070,U.S.A.,Jan.,82
2013,2070,U.S.A.,Feb.,258
2013,2070,U.S.A.,Mar.,185
2013,2070,U.S.A.,April,120
2013,2070,U.S.A.,May,114
2013,2070,U.S.A.,June,86
2013,2070,U.S.A.,July,89
2013,2070,U.S.A.,Aug.,58
2013,2070,U.S.A.,Sept.,55
2013,2070,U.S.A.,Oct.,111
2013,2070,U.S.A.,Nov.,133
2013,2070,U.S.A.,Dec.,144
2013,2070,Ukrain,Jan.,0
2013,2070,Ukrain,Feb.,5
2013,2070,Ukrain,Mar.,15
2013,2070,Ukrain,April,0
2013,2070,Ukrain,May,7
2013,2070,Ukrain,June,0
2013,2070,Ukrain,July,0
2013,2070,Ukrain,Aug.,2
2013,2070,Ukrain,Sept.,2
2013,2070,Ukrain,Oct.,1
2013,2070,Ukrain,Nov.,4
2013,2070,Ukrain,Dec.,0
2013,2070,Vietnam,Jan.,171
2013,2070,Vietnam,Feb.,144
2013,2070,Vietnam,Mar.,790
2013,2070,Vietnam,April,210
2013,2070,Vietnam,May,41
2013,2070,Vietnam,June,208
2013,2070,Vietnam,July,416
2013,2070,Vietnam,Aug.,111
2013,2070,Vietnam,Sept.,571
2013,2070,Vietnam,Oct.,325
2013,2070,Vietnam,Nov.,677
2013,2070,Vietnam,Dec.,66
2013,2070,Others,Jan.,29
2013,2070,Others,Feb.,37
2013,2070,Others,Mar.,84
2013,2070,Others,April,46
2013,2070,Others,May,46
2013,2070,Others,June,14
2013,2070,Others,July,22
2013,2070,Others,Aug.,27
2013,2070,Others,Sept.,8
2013,2070,Others,Oct.,41
2013,2070,Others,Nov.,20
2013,2070,Others,Dec.,99
2014,2071,Argentina,Jan.,8
2014,2071,Argentina,Feb.,13
2014,2071,Argentina,Mar.,4
2014,2071,Argentina,April,9
2014,2071,Argentina,May,3
2014,2071,Argentina,June,5
2014,2071,Argentina,July,0
2014,2071,Argentina,Aug.,4
2014,2071,Argentina,Sept.,0
2014,2071,Argentina,Oct.,3
2014,2071,Argentina,Nov.,2
2014,2071,Argentina,Dec.,0
2014,2071,Austria,Jan.,10
2014,2071,Austria,Feb.,4
2014,2071,Austria,Mar.,30
2014,2071,Austria,April,0
2014,2071,Austria,May,2
2014,2071,Austria,June,5
2014,2071,Austria,July,0
2014,2071,Austria,Aug.,0
2014,2071,Austria,Sept.,10
2014,2071,Austria,Oct.,42
2014,2071,Austria,Nov.,25
2014,2071,Austria,Dec.,0
2014,2071,Australia,Jan.,211
2014,2071,Australia,Feb.,227
2014,2071,Australia,Mar.,181
2014,2071,Australia,April,122
2014,2071,Australia,May,96
2014,2071,Australia,June,65
2014,2071,Australia,July,99
2014,2071,Australia,Aug.,61
2014,2071,Australia,Sept.,95
2014,2071,Australia,Oct.,221
2014,2071,Australia,Nov.,227
2014,2071,Australia,Dec.,237
2014,2071,Bangladesh,Jan.,0
2014,2071,Bangladesh,Feb.,10
2014,2071,Bangladesh,Mar.,6
2014,2071,Bangladesh,April,0
2014,2071,Bangladesh,May,8
2014,2071,Bangladesh,June,0
2014,2071,Bangladesh,July,4
2014,2071,Bangladesh,Aug.,5
2014,2071,Bangladesh,Sept.,16
2014,2071,Bangladesh,Oct.,0
2014,2071,Bangladesh,Nov.,24
2014,2071,Bangladesh,Dec.,4
2014,2071,Belgium,Jan.,13
2014,2071,Belgium,Feb.,5
2014,2071,Belgium,Mar.,43
2014,2071,Belgium,April,31
2014,2071,Belgium,May,8
2014,2071,Belgium,June,2
2014,2071,Belgium,July,50
2014,2071,Belgium,Aug.,12
2014,2071,Belgium,Sept.,2
2014,2071,Belgium,Oct.,79
2014,2071,Belgium,Nov.,52
2014,2071,Belgium,Dec.,1
2014,2071,Bhutan,Jan.,90
2014,2071,Bhutan,Feb.,101
2014,2071,Bhutan,Mar.,3
2014,2071,Bhutan,April,16
2014,2071,Bhutan,May,24
2014,2071,Bhutan,June,3
2014,2071,Bhutan,July,0
2014,2071,Bhutan,Aug.,1
2014,2071,Bhutan,Sept.,6
2014,2071,Bhutan,Oct.,39
2014,2071,Bhutan,Nov.,12
2014,2071,Bhutan,Dec.,52
2014,2071,Brazil,Jan.,8
2014,2071,Brazil,Feb.,20
2014,2071,Brazil,Mar.,12
2014,2071,Brazil,April,4
2014,2071,Brazil,May,16
2014,2071,Brazil,June,4
2014,2071,Brazil,July,6
2014,2071,Brazil,Aug.,1
2014,2071,Brazil,Sept.,7
2014,2071,Brazil,Oct.,31
2014,2071,Brazil,Nov.,15
2014,2071,Brazil,Dec.,0
2014,2071,Cambodia,Jan.,29
2014,2071,Cambodia,Feb.,80
2014,2071,Cambodia,Mar.,105
2014,2071,Cambodia,April,0
2014,2071,Cambodia,May,1
2014,2071,Cambodia,June,0
2014,2071,Cambodia,July,4
2014,2071,Cambodia,Aug.,0
2014,2071,Cambodia,Sept.,6
2014,2071,Cambodia,Oct.,0
2014,2071,Cambodia,Nov.,688
2014,2071,Cambodia,Dec.,463
2014,2071,Canada,Jan.,40
2014,2071,Canada,Feb.,52
2014,2071,Canada,Mar.,39
2014,2071,Canada,April,37
2014,2071,Canada,May,3
2014,2071,Canada,June,21
2014,2071,Canada,July,39
2014,2071,Canada,Aug.,34
2014,2071,Canada,Sept.,17
2014,2071,Canada,Oct.,112
2014,2071,Canada,Nov.,116
2014,2071,Canada,Dec.,28
2014,2071,Czech Republic,Jan.,1
2014,2071,Czech Republic,Feb.,21
2014,2071,Czech Republic,Mar.,13
2014,2071,Czech Republic,April,2
2014,2071,Czech Republic,May,0
2014,2071,Czech Republic,June,0
2014,2071,Czech Republic,July,0
2014,2071,Czech Republic,Aug.,0
2014,2071,Czech Republic,Sept.,0
2014,2071,Czech Republic,Oct.,27
2014,2071,Czech Republic,Nov.,0
2014,2071,Czech Republic,Dec.,0
2014,2071,China,Jan.,1665
2014,2071,China,Feb.,2670
2014,2071,China,Mar.,1497
2014,2071,China,April,1503
2014,2071,China,May,859
2014,2071,China,June,1207
2014,2071,China,July,962
2014,2071,China,Aug.,1329
2014,2071,China,Sept.,1666
2014,2071,China,Oct.,2557
2014,2071,China,Nov.,3108
2014,2071,China,Dec.,1695
2014,2071,Denmark,Jan.,6
2014,2071,Denmark,Feb.,10
2014,2071,Denmark,Mar.,34
2014,2071,Denmark,April,21
2014,2071,Denmark,May,16
2014,2071,Denmark,June,4
2014,2071,Denmark,July,0
2014,2071,Denmark,Aug.,21
2014,2071,Denmark,Sept.,12
2014,2071,Denmark,Oct.,17
2014,2071,Denmark,Nov.,35
2014,2071,Denmark,Dec.,14
2014,2071,Finland,Jan.,12
2014,2071,Finland,Feb.,2
2014,2071,Finland,Mar.,2
2014,2071,Finland,April,6
2014,2071,Finland,May,4
2014,2071,Finland,June,0
2014,2071,Finland,July,2
2014,2071,Finland,Aug.,0
2014,2071,Finland,Sept.,0
2014,2071,Finland,Oct.,5
2014,2071,Finland,Nov.,4
2014,2071,Finland,Dec.,0
2014,2071,France,Jan.,55
2014,2071,France,Feb.,146
2014,2071,France,Mar.,238
2014,2071,France,April,122
2014,2071,France,May,85
2014,2071,France,June,27
2014,2071,France,July,53
2014,2071,France,Aug.,112
2014,2071,France,Sept.,91
2014,2071,France,Oct.,313
2014,2071,France,Nov.,282
2014,2071,France,Dec.,163
2014,2071,Germany,Jan.,61
2014,2071,Germany,Feb.,107
2014,2071,Germany,Mar.,227
2014,2071,Germany,April,159
2014,2071,Germany,May,66
2014,2071,Germany,June,29
2014,2071,Germany,July,49
2014,2071,Germany,Aug.,68
2014,2071,Germany,Sept.,81
2014,2071,Germany,Oct.,302
2014,2071,Germany,Nov.,298
2014,2071,Germany,Dec.,144
2014,2071,Greece,Jan.,0
2014,2071,Greece,Feb.,0
2014,2071,Greece,Mar.,0
2014,2071,Greece,April,0
2014,2071,Greece,May,1
2014,2071,Greece,June,0
2014,2071,Greece,July,0
2014,2071,Greece,Aug.,0
2014,2071,Greece,Sept.,0
2014,2071,Greece,Oct.,0
2014,2071,Greece,Nov.,0
2014,2071,Greece,Dec.,0
2014,2071,Hong Kong,Jan.,20
2014,2071,Hong Kong,Feb.,6
2014,2071,Hong Kong,Mar.,34
2014,2071,Hong Kong,April,7
2014,2071,Hong Kong,May,6
2014,2071,Hong Kong,June,6
2014,2071,Hong Kong,July,12
2014,2071,Hong Kong,Aug.,2
2014,2071,Hong Kong,Sept.,1
2014,2071,Hong Kong,Oct.,9
2014,2071,Hong Kong,Nov.,45
2014,2071,Hong Kong,Dec.,12
2014,2071,Indonesia,Jan.,28
2014,2071,Indonesia,Feb.,45
2014,2071,Indonesia,Mar.,2
2014,2071,Indonesia,April,19
2014,2071,Indonesia,May,5
2014,2071,Indonesia,June,18
2014,2071,Indonesia,July,129
2014,2071,Indonesia,Aug.,17
2014,2071,Indonesia,Sept.,3
2014,2071,Indonesia,Oct.,4
2014,2071,Indonesia,Nov.,159
2014,2071,Indonesia,Dec.,72
2014,2071,Ireland,Jan.,0
2014,2071,Ireland,Feb.,0
2014,2071,Ireland,Mar.,0
2014,2071,Ireland,April,0
2014,2071,Ireland,May,0
2014,2071,Ireland,June,0
2014,2071,Ireland,July,0
2014,2071,Ireland,Aug.,0
2014,2071,Ireland,Sept.,0
2014,2071,Ireland,Oct.,2
2014,2071,Ireland,Nov.,0
2014,2071,Ireland,Dec.,2
2014,2071,Israel,Jan.,0
2014,2071,Israel,Feb.,1
2014,2071,Israel,Mar.,7
2014,2071,Israel,April,4
2014,2071,Israel,May,13
2014,2071,Israel,June,0
2014,2071,Israel,July,0
2014,2071,Israel,Aug.,0
2014,2071,Israel,Sept.,0
2014,2071,Israel,Oct.,12
2014,2071,Israel,Nov.,2
2014,2071,Israel,Dec.,8
2014,2071,Italy,Jan.,24
2014,2071,Italy,Feb.,45
2014,2071,Italy,Mar.,50
2014,2071,Italy,April,27
2014,2071,Italy,May,24
2014,2071,Italy,June,32
2014,2071,Italy,July,5
2014,2071,Italy,Aug.,106
2014,2071,Italy,Sept.,22
2014,2071,Italy,Oct.,37
2014,2071,Italy,Nov.,115
2014,2071,Italy,Dec.,34
2014,2071,Japan,Jan.,262
2014,2071,Japan,Feb.,678
2014,2071,Japan,Mar.,465
2014,2071,Japan,April,74
2014,2071,Japan,May,97
2014,2071,Japan,June,64
2014,2071,Japan,July,37
2014,2071,Japan,Aug.,133
2014,2071,Japan,Sept.,133
2014,2071,Japan,Oct.,197
2014,2071,Japan,Nov.,178
2014,2071,Japan,Dec.,209
